equal_node_id_1,equal_node_id_2,link_id_input,link_id_target,input_wkt_srid_3857,target_wkt_srid_3857
104,103,98,5852,'SRID=3857;LINESTRING(771083.28311433 6710077.04538898,773471.306744959 6700314.03780132)','SRID=3857;LINESTRING(773471.308962185 6700314.0392775,771083.283532016 6710077.04532214)'
109,106,102,6012,'SRID=3857;LINESTRING(814099.793650806 6700677.60023477,797850.683625194 6690555.68949522)','SRID=3857;LINESTRING(814099.794334503 6700677.60095016,797850.687026853 6690555.68561278)'
110,111,103,5570,'SRID=3857;LINESTRING(889764.146430726 6743136.56132211,960108.406037683 6697334.11102728)','SRID=3857;LINESTRING(960108.407316854 6697334.11225408,889764.144926349 6743136.56064214)'
87,112,104,5968,'SRID=3857;LINESTRING(785953.983759508 6745433.35639174,818544.670400209 6723786.98835946)','SRID=3857;LINESTRING(818544.672293379 6723786.98584169,785953.974444275 6745433.34209284)'
113,87,105,5932,'SRID=3857;LINESTRING(792955.323646165 6714800.40292274,785953.983759508 6745433.35639174)','SRID=3857;LINESTRING(792955.32487174 6714800.40500472,785953.974444275 6745433.34209284)'
87,85,106,5898,'SRID=3857;LINESTRING(785953.983759508 6745433.35639174,783122.605419727 6836887.32820529)','SRID=3857;LINESTRING(785953.974444275 6745433.34209284,783129.053976906 6836888.71584516)'
110,114,107,5677,'SRID=3857;LINESTRING(889764.146430726 6743136.56132211,914122.866899159 6652837.80275815)','SRID=3857;LINESTRING(914122.867965578 6652837.80489296,889764.144926349 6743136.56064214)'
117,118,109,5643,'SRID=3857;LINESTRING(776183.775582748 6585233.44292637,794471.172064294 6558371.99009649)','SRID=3857;LINESTRING(794475.487557136 6558361.44151609,776183.773715116 6585233.4417839)'
117,119,110,5741,'SRID=3857;LINESTRING(776183.775582748 6585233.44292637,718740.138688264 6598566.39602202)','SRID=3857;LINESTRING(776183.773715116 6585233.4417839,718740.136402957 6598566.393935)'
117,119,110,5846,'SRID=3857;LINESTRING(776183.775582748 6585233.44292637,718740.138688264 6598566.39602202)','SRID=3857;LINESTRING(718740.136402957 6598566.393935,776183.773715116 6585233.4417839)'
117,120,111,6091,'SRID=3857;LINESTRING(776183.775582748 6585233.44292637,875410.432552057 6580400.34033273)','SRID=3857;LINESTRING(776183.773715116 6585233.4417839,875410.43166879 6580400.32991708)'
117,120,111,5553,'SRID=3857;LINESTRING(776183.775582748 6585233.44292637,875410.432552057 6580400.34033273)','SRID=3857;LINESTRING(875410.43166879 6580400.32991708,776183.773715116 6585233.4417839)'
121,122,112,5987,'SRID=3857;LINESTRING(703724.552763617 6592748.92614895,686549.79359579 6586352.07469177)','SRID=3857;LINESTRING(686549.795248348 6586352.07340636,703726.927387048 6592512.73130473)'
123,124,113,5556,'SRID=3857;LINESTRING(746085.180935131 6622861.05835928,736089.264547628 6627650.77657821)','SRID=3857;LINESTRING(746085.179165813 6622861.05295069,736089.265249866 6627650.77692461)'
125,126,115,5835,'SRID=3857;LINESTRING(775417.327772857 6633564.13630515,805195.794501331 6662525.01212664)','SRID=3857;LINESTRING(775416.448792408 6633566.48185746,805195.794138847 6662525.01467892)'
127,119,116,5759,'SRID=3857;LINESTRING(701413.120209805 6591093.12002968,718740.138688264 6598566.39602202)','SRID=3857;LINESTRING(718740.136402957 6598566.393935,701413.123719117 6591093.11743749)'
118,496,117,5837,'SRID=3857;LINESTRING(794471.172064294 6558371.99009649,829273.101095401 6516280.29433337)','SRID=3857;LINESTRING(794475.487557136 6558361.44151609,829273.103805106 6516280.28613766)'
121,119,118,5641,'SRID=3857;LINESTRING(703724.552763617 6592748.92614895,718740.138688264 6598566.39602202)','SRID=3857;LINESTRING(718740.136402957 6598566.393935,703726.927387048 6592512.73130473)'
46,47,452,3738,'SRID=3857;LINESTRING(1505510.32827441 6897564.72921428,1497963.30113494 6894966.46508631)','SRID=3857;LINESTRING(1505506.92353675 6897560.53819211,1497963.01891305 6894965.40067736)'
125,130,120,5804,'SRID=3857;LINESTRING(775417.327772857 6633564.13630515,792937.859183061 6651702.10327713)','SRID=3857;LINESTRING(792937.860839649 6651702.10262894,775416.448792408 6633566.48185746)'
125,123,121,6237,'SRID=3857;LINESTRING(775417.327772857 6633564.13630515,746085.180935131 6622861.05835928)','SRID=3857;LINESTRING(775416.448792408 6633566.48185746,746085.179165813 6622861.05295069)'
131,132,122,5978,'SRID=3857;LINESTRING(757094.251029236 6642998.15971084,780213.728344072 6652175.4805311)','SRID=3857;LINESTRING(757094.251794071 6642998.15854635,780213.729724515 6652175.48170447)'
117,134,125,8063,'SRID=3857;LINESTRING(776183.775582748 6585233.44292637,757483.528821606 6615326.11018264)','SRID=3857;LINESTRING(776183.773715116 6585233.4417839,757486.413869695 6615325.50718955)'
135,136,126,5725,'SRID=3857;LINESTRING(859233.654516491 6716338.44829307,882849.291589706 6741209.0474158)','SRID=3857;LINESTRING(882849.293732307 6741209.05112346,859233.656826321 6716338.44816361)'
117,496,130,5892,'SRID=3857;LINESTRING(776183.775582748 6585233.44292637,829273.101095401 6516280.29433337)','SRID=3857;LINESTRING(776183.773715116 6585233.4417839,829273.103805106 6516280.28613766)'
140,87,134,6194,'SRID=3857;LINESTRING(808634.113709598 6723386.20644222,785953.983759508 6745433.35639174)','SRID=3857;LINESTRING(808634.076407393 6723386.28781299,785953.974444275 6745433.34209284)'
106,141,136,6117,'SRID=3857;LINESTRING(797850.683625194 6690555.68949522,810288.709812124 6705263.89001229)','SRID=3857;LINESTRING(810288.710760794 6705263.88847021,797850.687026853 6690555.68561278)'
140,143,139,6645,'SRID=3857;LINESTRING(808634.113709598 6723386.20644222,818349.41782786 6722454.10104968)','SRID=3857;LINESTRING(808634.076407393 6723386.28781299,818423.684010797 6722266.94688122)'
140,106,141,6488,'SRID=3857;LINESTRING(808634.113709598 6723386.20644222,797850.683625194 6690555.68949522)','SRID=3857;LINESTRING(797850.687026853 6690555.68561278,808634.076407393 6723386.28781299)'
140,141,145,6346,'SRID=3857;LINESTRING(808634.113709598 6723386.20644222,810288.709812124 6705263.89001229)','SRID=3857;LINESTRING(808634.076407393 6723386.28781299,810288.710760794 6705263.88847021)'
125,148,149,6103,'SRID=3857;LINESTRING(775417.327772857 6633564.13630515,762204.481721962 6657741.41623594)','SRID=3857;LINESTRING(762204.483942015 6657741.41826786,775416.448792408 6633566.48185746)'
149,150,150,6416,'SRID=3857;LINESTRING(800739.555670952 6585698.76129349,784511.259043296 6604599.81577228)','SRID=3857;LINESTRING(800739.558740851 6585698.76016871,784511.261459581 6604599.81549627)'
145,125,151,6682,'SRID=3857;LINESTRING(771988.281166956 6627225.58467348,775417.327772857 6633564.13630515)','SRID=3857;LINESTRING(775416.448792408 6633566.48185746,771988.282742201 6627225.58281898)'
129,151,152,6721,'SRID=3857;LINESTRING(737583.914466148 6667522.95228354,746926.615181043 6637394.41607483)','SRID=3857;LINESTRING(737583.916248228 6667522.94792169,746926.615344895 6637394.4137524)'
129,151,152,5691,'SRID=3857;LINESTRING(737583.914466148 6667522.95228354,746926.615181043 6637394.41607483)','SRID=3857;LINESTRING(746926.615344895 6637394.4137524,737583.916248228 6667522.94792169)'
149,120,154,1789,'SRID=3857;LINESTRING(800739.555670952 6585698.76129349,875410.432552057 6580400.34033273)','SRID=3857;LINESTRING(875410.43166879 6580400.32991708,800739.558740851 6585698.76016871)'
126,120,155,6438,'SRID=3857;LINESTRING(805195.794501331 6662525.01212664,875410.432552057 6580400.34033273)','SRID=3857;LINESTRING(805195.794138847 6662525.01467892,875410.43166879 6580400.32991708)'
129,153,156,6506,'SRID=3857;LINESTRING(737583.914466148 6667522.95228354,704653.073824502 6664375.87170608)','SRID=3857;LINESTRING(704653.074617903 6664375.87150069,737583.916248228 6667522.94792169)'
34,161,158,7283,'SRID=3857;LINESTRING(904208.405183638 7087358.78852429,896437.777514289 7044997.24820776)','SRID=3857;LINESTRING(904208.408179771 7087358.78865716,896437.77645786 7044997.24441568)'
125,154,159,6465,'SRID=3857;LINESTRING(775417.327772857 6633564.13630515,781857.403039845 6621128.93889009)','SRID=3857;LINESTRING(781857.403513317 6621128.94074022,775416.448792408 6633566.48185746)'
130,120,161,6396,'SRID=3857;LINESTRING(792937.859183061 6651702.10327713,875410.432552057 6580400.34033273)','SRID=3857;LINESTRING(875410.43166879 6580400.32991708,792937.860839649 6651702.10262894)'
117,156,164,6553,'SRID=3857;LINESTRING(776183.775582748 6585233.44292637,761673.692660819 6596542.75022486)','SRID=3857;LINESTRING(776183.773715116 6585233.4417839,761673.694239545 6596542.75199069)'
117,149,165,6399,'SRID=3857;LINESTRING(776183.775582748 6585233.44292637,800739.555670952 6585698.76129349)','SRID=3857;LINESTRING(776183.773715116 6585233.4417839,800739.558740851 6585698.76016871)'
117,149,165,6260,'SRID=3857;LINESTRING(776183.775582748 6585233.44292637,800739.555670952 6585698.76129349)','SRID=3857;LINESTRING(800739.558740851 6585698.76016871,776183.773715116 6585233.4417839)'
154,150,166,6212,'SRID=3857;LINESTRING(781857.403039845 6621128.93889009,784511.259043296 6604599.81577228)','SRID=3857;LINESTRING(781857.403513317 6621128.94074022,784511.261459581 6604599.81549627)'
154,150,166,6250,'SRID=3857;LINESTRING(781857.403039845 6621128.93889009,784511.259043296 6604599.81577228)','SRID=3857;LINESTRING(784511.261459581 6604599.81549627,781857.403513317 6621128.94074022)'
157,110,169,6618,'SRID=3857;LINESTRING(931101.778650493 6786958.61992996,889764.146430726 6743136.56132211)','SRID=3857;LINESTRING(889764.144926349 6743136.56064214,931101.778884585 6786958.61941671)'
119,158,170,2313,'SRID=3857;LINESTRING(718740.138688264 6598566.39602202,722254.577581136 6600283.34205643)','SRID=3857;LINESTRING(718740.136402957 6598566.393935,722254.580475147 6600283.34349199)'
159,60,171,6587,'SRID=3857;LINESTRING(896576.908927261 7044703.03862488,943400.074350683 7062683.76123891)','SRID=3857;LINESTRING(896576.910230021 7044703.03883971,943400.077207955 7062683.76029853)'
162,134,175,6693,'SRID=3857;LINESTRING(762709.122098498 6618493.44046673,757483.528821606 6615326.11018264)','SRID=3857;LINESTRING(762709.122899504 6618493.44057548,757486.413869695 6615325.50718955)'
207,374,513,8114,'SRID=3857;LINESTRING(846820.297152514 6781812.59465969,845066.318649743 6787197.11912817)','SRID=3857;LINESTRING(845066.318117929 6787197.12000622,846820.299246409 6781812.59399079)'
123,163,181,6151,'SRID=3857;LINESTRING(746085.180935131 6622861.05835928,734265.570640955 6612900.6732535)','SRID=3857;LINESTRING(746085.179165813 6622861.05295069,734265.570777868 6612900.67467921)'
